"V1","V2","V3","V4"
0,1,0.783313535898912,0.50636274900409
0,0,-0.144650261370809,1.0748636941355
0,1,-0.380979734212811,0.47118806595762
0,0,0.835643097539459,0.179089387059133
0,1,1.12955498413944,-1.03813798171405
0,1,0.824438678562015,0.649955871270288
0,1,-0.912979546851931,-0.0733692249405861
0,1,-2.66638122246621,-0.847717270544897
0,1,1.66885581164037,1.06170587977323
0,1,0.882479819240529,-1.94397747229555
0,1,-0.612071363967787,-0.639911028146705
0,1,0.63918874040136,-1.84767188150087
0,0,-0.234236463798311,0.68735833131222
0,1,0.403666443708762,-0.710087123343589
0,0,-0.561636968138582,-2.04713882465998
0,1,-0.613563300427381,0.417824314148489
0,0,-0.272518471091948,0.516324234071382
0,1,-0.562151401843278,-0.538528854832171
0,1,-0.016984115929171,-0.123126035234331
0,0,0.396907685475495,-1.5657054377612
0,1,1.07177423779448,0.79483475936426
0,1,1.31198135484023,-0.235940305533236
0,0,-0.161921606660141,0.920330718884191
0,0,-0.0717033122323201,1.16155791129676
0,0,0.365337766664426,-0.791248824266548
0,1,-1.23757192635668,0.0133350820799073
0,0,0.372227078511349,-0.561835148654784
0,1,-0.379876844960291,-0.62052281432841
0,1,-1.1291987820462,0.441607960574287
0,0,0.514736501743607,0.386959605272701
0,0,1.11764786984057,-0.209258149862094
0,1,-0.20015150461069,-0.154645400900321
0,0,-0.382035219157222,0.305946460164046
0,1,-0.97808406600675,-2.10845949249407
0,1,-1.36317282729636,-0.51570645641295
0,0,-0.496180673507532,-0.374277948097976
0,1,2.35717905684076,-0.642721702762793
0,1,0.157312846904469,0.0676528950159374
0,1,-1.15321220324158,0.0203512429976223
0,1,-0.599721794476689,1.38930109271252
0,0,0.641246885820784,-0.287671065967592
0,0,-0.24284541920748,-0.416207319286464
0,1,0.75677021997091,0.578612077681139
0,1,1.05784291983322,-0.745331484801739
0,0,1.93875217308211,0.409970483680298
0,1,0.860305749892334,0.520933830634651
0,1,-1.06352762431883,0.841002286549405
0,0,2.1417496938492,0.335525725908565
0,1,-0.304471713139117,-0.498020399046503
0,0,0.174034395287183,-1.43321145439472
0,1,-0.602691496106332,-0.546170577050994
0,1,-0.182820786656899,-0.661256970576503
0,0,0.968999784697699,1.22386272457993
0,1,0.806609615841788,-0.00359756538779973
0,0,0.737310365260255,-0.670408825787012
0,0,0.324959060769993,-0.327812589772222
0,1,1.72165848499454,0.532503924037438
0,1,0.137264119256823,-0.033264719380057
0,0,0.0298823910436255,-0.0338243265565029
0,0,-0.589733089000146,0.370657247732163
0,0,-0.280935120088143,1.16649322827584
0,0,0.963030722558381,-1.42275549904961
0,1,-0.00550209437501235,1.73526782450363
0,1,0.176431388739662,1.60404696558411
0,1,-1.34594493146449,-0.393230503275637
0,1,0.14239024210183,-1.31963383647562
0,1,-1.69414041732891,-0.690993476662803
0,1,0.174364541139839,-0.303178607415813
0,1,-0.608834342220542,0.180672372809454
0,1,0.141507374563746,-0.730390547931528
0,0,-0.189649599313219,1.1351144515698
0,0,-0.422637237597644,-0.372470278859321
0,1,1.28574844401341,1.25071106957823
0,1,-1.66354260889298,0.938186484254602
0,1,-0.406304828116011,1.30879608709533
0,0,-1.08685832026154,-0.292256561472952
0,1,-1.01950502787167,0.611192113043052
0,1,1.13239826438598,0.390596530777834
1,1,0.811187239582379,-0.154054060084602
0,1,-0.149716379602092,-0.388947266041755
0,0,0.0336412532595722,-0.30070869044493
0,1,1.49261339328132,1.07316452985679
0,0,-0.288660733545534,-1.19228072022675
0,0,-0.473378559205165,-0.266117244448621
0,1,1.2608587231229,-0.444609416131411
1,0,0.0542581983327696,0.753152186438388
0,1,0.613481015064518,-0.829570995696801
0,0,-0.760000794757544,-0.0329699114380843
0,0,0.83864019553308,-0.748637246432217
0,1,-0.408252811753259,0.0219178988014332
0,1,0.649098905775742,-1.53906839540821
0,1,2.94273818281008,-0.465451502064488
0,1,0.921319556469895,1.20054313323788
0,1,0.839578732856874,-0.616972611656969
0,0,0.465347789737651,1.51599921712885
0,0,-1.60754230548635,-0.214029680936961
1,1,1.60421059040091,-0.214695763120329
0,0,0.30769587961477,-0.296211884041323
0,0,1.39122448941832,-1.46345526841682
0,0,-0.404807610211728,-1.38794128414299
