"V1","V2","V3","V4"
0,1,0.66655122530743,-0.272029895746391
0,1,0.0801126121572942,-0.613542374499804
0,1,-0.207530300533281,1.34401877741333
0,1,-0.776785051866259,-0.993085008421986
0,0,-0.241467817671855,0.715933903075348
0,0,-0.538624990316742,-0.957830029330554
0,0,1.06076824911684,1.27312302294698
0,0,0.758444378954194,-0.831342960845374
0,1,-0.311734816869497,-0.00621090430189895
0,0,-2.02573042765877,-0.484111670050353
1,1,-0.264397908361182,-1.22038993555099
0,1,-1.08086310364916,-0.793364626903823
0,0,-0.975035466541728,-0.823705328141263
0,1,-0.908706496013304,-0.716772577331229
0,1,1.20901225348753,-1.05074545440159
0,0,-0.239700909269339,-0.0827059300169913
0,1,-2.04681607603433,-1.75986765408261
0,0,1.11203428675912,0.97896692143206
0,0,-0.23488977769928,-0.619283788090543
0,1,0.36672411471857,-0.100428002201321
0,1,1.54536202685326,-1.70588834563996
1,0,-1.73852473786363,-1.07402238547721
0,0,1.02866909152178,0.455631795496997
0,1,-1.36120011734514,-1.46453425598409
0,0,0.512101836214267,0.473431244154621
0,1,1.03235751053289,-0.620615855799524
0,1,-2.11121163026983,0.564231868811587
0,1,-0.992547802392401,0.330341325817536
0,0,-0.628254926862852,-0.139236089545336
0,0,1.95769617907212,0.184883519760337
0,0,0.0858921342310849,0.451742683952515
0,0,0.791993652316222,0.291793766124696
0,1,0.0572889109858471,1.93765360321408
0,1,0.12383419179812,-1.16527792602889
0,1,-0.105090965942329,0.456806457513588
0,1,-0.603935034824739,1.44616336573405
0,0,0.00697224701982493,-2.05087675211586
0,0,-1.98186094102863,0.896960698084556
0,0,1.24030557722285,0.247498742833396
0,0,0.0983735480009039,-0.574661764183708
0,0,1.52977156874549,-1.60495192278792
0,1,-0.617398035669961,1.03713834607
0,1,-0.0656872304969765,-0.659475635180848
0,0,1.01894269511547,-0.387697141448761
0,1,2.55592851095706,0.487505178291801
1,0,-0.70410334822293,-0.76628633723038
0,0,0.0501205783449349,-0.860258538682592
0,1,-0.069635915177066,-1.04469477258737
0,0,0.635433420576355,0.805840049517654
0,0,1.47666702590727,0.210692792255226
0,0,0.584776746040896,-1.28804062847241
0,0,1.37229294862739,0.725211914952262
0,1,-0.196737949333358,0.39333030212517
0,0,-0.712291747588765,1.01652579974382
0,1,0.329978248566413,-0.293458437877099
0,1,-0.688467265124294,-0.214030111925354
0,0,-0.62433917955651,-0.106675609569667
0,0,-1.20593887786958,-0.256081020443409
0,1,-0.174341602978388,0.564300731863895
0,0,-0.218939906431525,0.613038018573156
0,1,-0.0628751512931332,1.09283844636747
0,0,-2.16223804263788,-0.193719312873458
0,1,0.80884696833206,-0.198837523009342
0,1,-0.518925894740503,-0.849488206211317
0,1,0.267950376285467,0.393308396386702
0,1,1.17499302172823,-0.0141952372051871
0,1,-0.52943482077012,-0.848494891193692
0,0,-0.952038667718035,-0.130249287936604
0,1,1.06222267447352,-0.826853016146361
0,0,0.911521619003031,0.737706122323515
0,1,2.50155508553507,-1.19600190017664
0,0,-0.239824580238524,-0.0267982647212387
0,0,-0.470278923913486,-1.1117031056334
0,0,-0.593766426694459,0.255234535117906
0,0,0.212049953908035,1.46753872452829
0,1,1.50840223793885,-1.47704058323312
0,1,-0.466610591644418,0.879154377014506
0,1,-0.672148319210618,-1.43088960181985
0,1,-1.03661120561247,-0.359968355829912
0,0,-0.0398735076581822,-0.694057580642575
0,1,-1.74370794467909,-0.516403307907713
0,0,0.925007388907611,-0.57625755614101
0,0,0.223677263591483,-0.819287477113215
0,0,1.21417774430196,1.49974365684863
0,0,-3.69777124848848,-1.09523706764005
0,0,1.59456016062035,0.294619526478421
0,0,-1.48242158708823,0.0354492195054599
0,1,-0.279195832782975,0.0788790098376074
0,0,-0.718313344884806,-0.645021286733742
0,0,1.03214415482543,1.32339036487151
0,1,0.338173827782389,0.456524400868299
0,0,1.11350589974197,1.73517069808305
0,1,0.092953991217609,-0.657178119944278
0,1,-0.34352662641631,-0.688008352160888
0,0,-1.68690023194075,0.59371137661371
0,0,0.172480986781468,-1.7516060937433
0,0,-0.0493783518534722,0.18099240334832
0,1,0.573251691759999,-1.67644890389762
0,0,-0.191356148189157,0.524572586555878
0,0,0.768619073728845,-1.3797921424675
